Date,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,LONG,NETUAL,SHORT
41806,-0.0085033,0.014758222,0.011849227,0.000198351,0.002646072,0.0015833,0.011296509,0.018725524,-0.002589137,0.018220767,-0.003745809,-0.006871931,0.014141356,0.011418805,0.003923578,-0.002749383,0.016001242,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,1,0,0
41807,0.014141356,0.011418805,0.003923578,-0.002749383,0.016001242,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.014141356,0.011418805,0.003923578,-0.002749383,0.016001242,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,1,0,0
41808,0.011418805,0.003923578,-0.002749383,0.016001242,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,0.011418805,0.003923578,-0.002749383,0.016001242,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,0,1,0
41809,0.003923578,-0.002749383,0.016001242,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,0.003923578,-0.002749383,0.016001242,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,1,0,0
41810,-0.002749383,0.016001242,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.002749383,0.016001242,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,1,0,0
41813,0.016001242,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,0.016001242,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,1,0,0
41814,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.005869684,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,1,0,0
41815,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,-0.004137722,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,1,0,0
41816,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,-0.016727351,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,1,0,0
41817,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,-0.010943735,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,1,0,0
41820,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.010078799,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,1,0,0
41821,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.001301501,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,1,0,0
41822,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.001086338,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,1,0,0
41823,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,-0.003471653,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0,1,0
41827,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,-0.010341678,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,0,1,0
41828,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,-0.006460448,-0.00088031,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,-0.006460448,0,1,0
41829,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,-0.006460448,0.000419357,-0.006055057,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,-0.006460448,0.000419357,0,1,0
41830,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,-0.006460448,0.000419357,-0.003668921,0.000885996,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,-0.006460448,0.000419357,-0.003668921,0,1,0
41831,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,-0.006460448,0.000419357,-0.003668921,0.001893702,0.005976154,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,-0.006460448,0.000419357,-0.003668921,0.001893702,0,1,0
41834,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,-0.006460448,0.000419357,-0.003668921,0.001893702,0.012917474,0.011881291,0.010328091,0.006348867,-0.000427737,0.005883755,0.020631796,-0.006460448,0.000419357,-0.003668921,0.001893702,0.012917474,0,0,1
